Day_Week,Dep_Time,Origin,Destination,Carrier,Weather,Flight_Status
5,2120,IAD,LGA,DH,0,ontime
5,1455,DCA,JFK,DL,0,ontime
5,930,DCA,LGA,DL,0,ontime
5,1230,DCA,LGA,DL,0,ontime
5,1430,DCA,LGA,DL,0,ontime
5,1730,DCA,LGA,DL,0,ontime
5,2030,DCA,LGA,DL,0,ontime
5,1530,DCA,JFK,MQ,0,ontime
5,600,DCA,JFK,MQ,0,ontime
5,1830,DCA,JFK,MQ,0,ontime
5,900,DCA,LGA,MQ,0,ontime
5,1100,DCA,LGA,MQ,0,ontime
5,1300,DCA,LGA,MQ,0,ontime
5,1400,DCA,LGA,MQ,0,ontime
5,1500,DCA,LGA,MQ,0,ontime
5,850,IAD,LGA,UA,0,ontime
5,700,DCA,LGA,US,0,ontime
5,900,DCA,LGA,US,0,ontime
5,1100,DCA,LGA,US,0,ontime
5,1300,DCA,LGA,US,0,ontime
5,1500,DCA,LGA,US,0,ontime
5,1700,DCA,LGA,US,0,ontime
5,1900,DCA,LGA,US,0,ontime
5,2100,DCA,LGA,US,0,ontime
5,1720,BWI,EWR,RU,0,ontime
5,1030,BWI,EWR,RU,0,ontime
5,700,BWI,EWR,RU,0,ontime
5,1455,BWI,EWR,RU,0,ontime
5,1730,DCA,EWR,CO,0,ontime
5,1300,DCA,EWR,CO,0,ontime
5,759,DCA,EWR,CO,0,ontime
5,840,IAD,EWR,DH,0,ontime
5,1245,IAD,EWR,DH,0,delayed
5,1430,IAD,EWR,DH,0,delayed
5,630,IAD,EWR,DH,0,ontime
5,1630,DCA,EWR,RU,0,ontime
5,700,IAD,EWR,RU,0,ontime
5,900,DCA,EWR,RU,0,ontime
5,700,DCA,EWR,RU,0,ontime
5,1700,IAD,EWR,RU,0,ontime
5,1900,IAD,EWR,RU,0,ontime
5,1300,IAD,EWR,RU,0,ontime
5,900,IAD,EWR,RU,0,ontime
5,1900,DCA,EWR,RU,0,ontime
5,2100,DCA,EWR,RU,0,ontime
5,1400,DCA,EWR,RU,0,ontime
5,1515,IAD,EWR,RU,0,delayed
5,1525,DCA,EWR,RU,0,ontime
6,1245,IAD,LGA,DH,0,ontime
6,1715,IAD,LGA,DH,0,ontime
6,640,IAD,LGA,DH,0,ontime
6,1039,IAD,LGA,DH,0,ontime
6,840,IAD,JFK,DH,0,ontime
6,1240,IAD,JFK,DH,0,ontime
6,1455,IAD,JFK,DH,0,ontime
6,1645,IAD,JFK,DH,0,ontime
6,1715,IAD,JFK,DH,0,ontime
6,2120,IAD,JFK,DH,0,delayed
6,1610,IAD,JFK,DH,0,ontime
6,2120,IAD,LGA,DH,0,ontime
6,1455,DCA,JFK,DL,0,delayed
6,830,DCA,LGA,DL,0,ontime
6,1030,DCA,LGA,DL,0,ontime
6,1230,DCA,LGA,DL,0,ontime
6,1430,DCA,LGA,DL,0,ontime
6,1630,DCA,LGA,DL,0,ontime
6,1830,DCA,LGA,DL,0,ontime
6,2030,DCA,LGA,DL,0,ontime
6,1530,DCA,JFK,MQ,0,delayed
6,600,DCA,JFK,MQ,0,ontime
6,1830,DCA,JFK,MQ,0,ontime
6,900,DCA,LGA,MQ,0,ontime
6,1300,DCA,LGA,MQ,0,ontime
6,850,IAD,LGA,UA,0,ontime
6,700,DCA,LGA,US,0,ontime
6,900,DCA,LGA,US,0,ontime
6,1100,DCA,LGA,US,0,ontime
6,1300,DCA,LGA,US,0,ontime
6,1500,DCA,LGA,US,0,ontime
6,1700,DCA,LGA,US,0,ontime
6,1900,DCA,LGA,US,0,ontime
6,1720,BWI,EWR,RU,0,ontime
6,700,BWI,EWR,RU,0,ontime
6,1030,BWI,EWR,RU,0,ontime
6,1455,BWI,EWR,RU,0,ontime
6,1300,DCA,EWR,CO,0,ontime
6,840,IAD,EWR,DH,0,delayed
6,1710,IAD,EWR,DH,0,ontime
6,1245,IAD,EWR,DH,0,delayed
6,2120,IAD,EWR,DH,0,ontime
6,630,IAD,EWR,DH,0,ontime
6,1725,IAD,EWR,RU,0,ontime
6,1400,DCA,EWR,RU,0,ontime
6,700,IAD,EWR,RU,0,ontime
6,930,DCA,EWR,RU,0,ontime
6,1730,DCA,EWR,RU,0,ontime
6,1600,DCA,EWR,RU,0,ontime
6,1515,IAD,EWR,RU,0,ontime
6,700,DCA,EWR,RU,0,ontime
7,1455,BWI,JFK,OH,0,delayed
7,1640,DCA,JFK,DH,0,ontime
7,1245,IAD,LGA,DH,0,ontime
7,1455,IAD,LGA,DH,0,delayed
7,1715,IAD,LGA,DH,0,delayed
7,640,IAD,LGA,DH,0,ontime
7,1039,IAD,LGA,DH,0,ontime
7,840,IAD,JFK,DH,0,ontime
7,1240,IAD,JFK,DH,0,ontime
7,1455,IAD,JFK,DH,0,ontime
7,1645,IAD,JFK,DH,0,ontime
7,1715,IAD,JFK,DH,0,ontime
7,2120,IAD,JFK,DH,0,ontime
7,1610,IAD,JFK,DH,0,ontime
7,2120,IAD,LGA,DH,0,ontime
7,1455,DCA,JFK,DL,0,ontime
7,830,DCA,LGA,DL,0,ontime
7,1030,DCA,LGA,DL,0,ontime
7,1230,DCA,LGA,DL,0,ontime
7,1430,DCA,LGA,DL,0,ontime
7,1630,DCA,LGA,DL,0,ontime
7,1830,DCA,LGA,DL,0,ontime
7,2030,DCA,LGA,DL,0,ontime
7,1530,DCA,JFK,MQ,0,delayed
7,600,DCA,JFK,MQ,0,ontime
7,730,DCA,JFK,MQ,0,ontime
7,1830,DCA,JFK,MQ,0,delayed
7,1300,DCA,LGA,MQ,0,ontime
7,1500,DCA,LGA,MQ,0,delayed
7,1700,DCA,LGA,MQ,0,ontime
7,1900,DCA,LGA,MQ,0,delayed
7,850,IAD,LGA,UA,0,ontime
7,900,DCA,LGA,US,0,ontime
7,1000,DCA,LGA,US,0,ontime
7,1100,DCA,LGA,US,0,ontime
7,1200,DCA,LGA,US,0,ontime
7,1300,DCA,LGA,US,0,ontime
7,1400,DCA,LGA,US,0,ontime
7,1500,DCA,LGA,US,0,ontime
7,1600,DCA,LGA,US,0,ontime
7,1700,DCA,LGA,US,0,ontime
7,1800,DCA,LGA,US,0,ontime
7,1900,DCA,LGA,US,0,ontime
7,2000,DCA,LGA,US,0,ontime
7,2100,DCA,LGA,US,0,ontime
7,1455,BWI,EWR,RU,0,delayed
7,1315,BWI,EWR,RU,0,delayed
7,1605,BWI,EWR,RU,0,delayed
7,1030,BWI,EWR,RU,0,delayed
7,1300,DCA,EWR,CO,0,ontime
7,1630,DCA,EWR,CO,0,delayed
7,840,IAD,EWR,DH,0,ontime
7,1710,IAD,EWR,DH,0,delayed
7,1245,IAD,EWR,DH,0,delayed
7,2120,IAD,EWR,DH,0,delayed
7,1430,IAD,EWR,DH,0,delayed
7,1730,DCA,EWR,RU,0,delayed
7,930,DCA,EWR,RU,0,ontime
7,900,IAD,EWR,RU,0,ontime
7,1900,IAD,EWR,RU,0,delayed
7,1400,DCA,EWR,RU,0,delayed
7,1900,DCA,EWR,RU,0,delayed
7,1515,IAD,EWR,RU,0,delayed
1,1455,BWI,JFK,OH,0,delayed
1,1640,DCA,JFK,DH,0,delayed
1,1245,IAD,LGA,DH,0,delayed
1,1455,IAD,LGA,DH,0,delayed
1,1715,IAD,LGA,DH,0,delayed
1,640,IAD,LGA,DH,0,delayed
1,1039,IAD,LGA,DH,0,ontime
1,840,IAD,JFK,DH,0,delayed
1,1240,IAD,JFK,DH,0,delayed
1,1645,IAD,JFK,DH,0,ontime
1,1715,IAD,JFK,DH,0,ontime
1,2120,IAD,JFK,DH,0,delayed
1,1610,IAD,JFK,DH,0,delayed
1,2120,IAD,LGA,DH,0,ontime
1,1455,DCA,JFK,DL,0,ontime
1,630,DCA,LGA,DL,0,ontime
1,730,DCA,LGA,DL,0,ontime
1,830,DCA,LGA,DL,0,ontime
1,930,DCA,LGA,DL,0,ontime
1,1030,DCA,LGA,DL,0,ontime
1,1130,DCA,LGA,DL,0,ontime
1,1230,DCA,LGA,DL,0,ontime
1,1330,DCA,LGA,DL,0,ontime
1,1430,DCA,LGA,DL,0,ontime
1,1630,DCA,LGA,DL,0,ontime
1,1730,DCA,LGA,DL,0,ontime
1,1830,DCA,LGA,DL,0,ontime
1,1930,DCA,LGA,DL,0,delayed
1,2030,DCA,LGA,DL,0,ontime
1,1530,DCA,JFK,MQ,0,ontime
1,600,DCA,JFK,MQ,0,ontime
1,700,DCA,LGA,MQ,0,ontime
1,800,DCA,LGA,MQ,0,ontime
1,900,DCA,LGA,MQ,0,ontime
1,1100,DCA,LGA,MQ,0,ontime
1,1300,DCA,LGA,MQ,0,ontime
1,1600,DCA,LGA,MQ,0,delayed
1,1700,DCA,LGA,MQ,0,ontime
1,1900,DCA,LGA,MQ,0,delayed
1,850,IAD,LGA,UA,0,ontime
1,630,DCA,LGA,US,0,delayed
1,700,DCA,LGA,US,0,ontime
1,800,DCA,LGA,US,0,ontime
1,900,DCA,LGA,US,0,ontime
1,1000,DCA,LGA,US,0,ontime
1,1100,DCA,LGA,US,0,ontime
1,1200,DCA,LGA,US,0,ontime
1,1300,DCA,LGA,US,0,ontime
1,1400,DCA,LGA,US,0,ontime
1,1500,DCA,LGA,US,0,ontime
1,1600,DCA,LGA,US,0,ontime
1,1700,DCA,LGA,US,0,ontime
1,1800,DCA,LGA,US,0,ontime
1,1900,DCA,LGA,US,0,ontime
1,2000,DCA,LGA,US,0,ontime
1,2100,DCA,LGA,US,0,ontime
1,700,BWI,EWR,RU,0,delayed
1,1455,BWI,EWR,RU,0,delayed
1,1030,BWI,EWR,RU,0,delayed
1,1300,DCA,EWR,CO,0,delayed
1,759,DCA,EWR,CO,0,ontime
1,1730,DCA,EWR,CO,0,delayed
1,840,IAD,EWR,DH,0,ontime
1,1710,IAD,EWR,DH,0,delayed
1,1245,IAD,EWR,DH,0,delayed
1,2120,IAD,EWR,DH,0,delayed
1,1430,IAD,EWR,DH,0,delayed
1,630,IAD,EWR,DH,0,ontime
1,700,DCA,EWR,RU,0,ontime
1,900,DCA,EWR,RU,0,delayed
1,1300,IAD,EWR,RU,0,delayed
1,2100,DCA,EWR,RU,0,ontime
1,700,IAD,EWR,RU,0,ontime
1,1400,DCA,EWR,RU,0,delayed
1,1900,DCA,EWR,RU,0,delayed
1,1515,IAD,EWR,RU,0,delayed
1,900,IAD,EWR,RU,0,ontime
1,1525,DCA,EWR,RU,0,delayed
2,1455,BWI,JFK,OH,0,ontime
2,1245,IAD,LGA,DH,0,ontime
2,1455,IAD,LGA,DH,0,ontime
2,1715,IAD,LGA,DH,0,ontime
2,640,IAD,LGA,DH,0,ontime
2,1039,IAD,LGA,DH,0,ontime
2,840,IAD,JFK,DH,0,ontime
2,1240,IAD,JFK,DH,0,ontime
2,1455,IAD,JFK,DH,0,ontime
2,1645,IAD,JFK,DH,0,ontime
2,1715,IAD,JFK,DH,0,delayed
2,2120,IAD,JFK,DH,0,delayed
2,1610,IAD,JFK,DH,0,ontime
2,2120,IAD,LGA,DH,0,ontime
2,1455,DCA,JFK,DL,0,ontime
2,630,DCA,LGA,DL,0,ontime
2,730,DCA,LGA,DL,0,ontime
2,830,DCA,LGA,DL,0,ontime
2,930,DCA,LGA,DL,0,ontime
2,1030,DCA,LGA,DL,0,ontime
2,1130,DCA,LGA,DL,0,ontime
2,1230,DCA,LGA,DL,0,ontime
2,1330,DCA,LGA,DL,0,ontime
2,1430,DCA,LGA,DL,0,ontime
2,1530,DCA,LGA,DL,0,ontime
2,1630,DCA,LGA,DL,0,ontime
2,1730,DCA,LGA,DL,0,ontime
2,1830,DCA,LGA,DL,0,ontime
2,1930,DCA,LGA,DL,0,ontime
2,2030,DCA,LGA,DL,0,ontime
2,1530,DCA,JFK,MQ,0,ontime
2,600,DCA,JFK,MQ,0,ontime
2,1830,DCA,JFK,MQ,0,ontime
2,700,DCA,LGA,MQ,0,ontime
2,800,DCA,LGA,MQ,0,ontime
2,900,DCA,LGA,MQ,0,ontime
2,1100,DCA,LGA,MQ,0,ontime
2,1300,DCA,LGA,MQ,0,ontime
2,1400,DCA,LGA,MQ,0,ontime
2,1500,DCA,LGA,MQ,0,delayed
2,1600,DCA,LGA,MQ,0,ontime
2,1700,DCA,LGA,MQ,0,ontime
2,1900,DCA,LGA,MQ,0,ontime
2,850,IAD,LGA,UA,0,ontime
2,630,DCA,LGA,US,0,ontime
2,700,DCA,LGA,US,0,ontime
2,800,DCA,LGA,US,0,ontime
2,900,DCA,LGA,US,0,ontime
2,1000,DCA,LGA,US,0,ontime
2,1100,DCA,LGA,US,0,ontime
2,1200,DCA,LGA,US,0,ontime
2,1300,DCA,LGA,US,0,ontime
2,1400,DCA,LGA,US,0,ontime
2,1500,DCA,LGA,US,0,ontime
2,1600,DCA,LGA,US,0,ontime
2,1700,DCA,LGA,US,0,ontime
2,1800,DCA,LGA,US,0,ontime
2,1900,DCA,LGA,US,0,ontime
2,2000,DCA,LGA,US,0,ontime
2,2100,DCA,LGA,US,0,ontime
2,1455,BWI,EWR,RU,0,ontime
2,1720,BWI,EWR,RU,0,delayed
2,700,BWI,EWR,RU,0,ontime
2,1030,BWI,EWR,RU,0,ontime
2,1730,DCA,EWR,CO,0,delayed
2,1300,DCA,EWR,CO,0,ontime
2,1900,DCA,EWR,CO,0,delayed
2,735,DCA,EWR,CO,0,ontime
2,840,IAD,EWR,DH,0,ontime
2,1710,IAD,EWR,DH,0,ontime
2,1245,IAD,EWR,DH,0,ontime
2,2120,IAD,EWR,DH,0,ontime
2,1430,IAD,EWR,DH,0,ontime
2,630,IAD,EWR,DH,0,ontime
2,2100,DCA,EWR,RU,0,delayed
2,900,DCA,EWR,RU,0,ontime
2,1900,IAD,EWR,RU,0,delayed
2,1500,IAD,EWR,RU,0,ontime
2,700,IAD,EWR,RU,0,ontime
2,1525,DCA,EWR,RU,0,delayed
2,1300,IAD,EWR,RU,0,ontime
2,1359,DCA,EWR,RU,0,ontime
2,1700,IAD,EWR,RU,0,ontime
2,1630,DCA,EWR,RU,0,ontime
2,645,DCA,EWR,RU,0,ontime
3,1455,BWI,JFK,OH,0,ontime
3,1640,DCA,JFK,DH,0,ontime
3,1245,IAD,LGA,DH,0,ontime
3,1455,IAD,LGA,DH,0,ontime
3,1715,IAD,LGA,DH,0,delayed
3,640,IAD,LGA,DH,0,ontime
3,1040,IAD,LGA,DH,0,ontime
3,840,IAD,JFK,DH,0,ontime
3,1240,IAD,JFK,DH,0,ontime
3,1455,IAD,JFK,DH,0,ontime
3,1645,IAD,JFK,DH,0,ontime
3,1715,IAD,JFK,DH,0,delayed
3,2120,IAD,JFK,DH,0,ontime
3,1610,IAD,JFK,DH,0,ontime
3,1455,DCA,JFK,DL,0,ontime
3,630,DCA,LGA,DL,0,ontime
3,830,DCA,LGA,DL,0,ontime
3,930,DCA,LGA,DL,0,ontime
3,1030,DCA,LGA,DL,0,ontime
3,1130,DCA,LGA,DL,0,ontime
3,1230,DCA,LGA,DL,0,ontime
3,1330,DCA,LGA,DL,0,ontime
3,1430,DCA,LGA,DL,0,ontime
3,1530,DCA,LGA,DL,0,ontime
3,1630,DCA,LGA,DL,0,ontime
3,1730,DCA,LGA,DL,0,ontime
3,1830,DCA,LGA,DL,0,ontime
3,1930,DCA,LGA,DL,0,ontime
3,2030,DCA,LGA,DL,0,ontime
3,1530,DCA,JFK,MQ,0,ontime
3,600,DCA,JFK,MQ,0,ontime
3,1830,DCA,JFK,MQ,0,delayed
3,700,DCA,LGA,MQ,0,ontime
3,800,DCA,LGA,MQ,0,ontime
3,900,DCA,LGA,MQ,0,ontime
3,1100,DCA,LGA,MQ,0,ontime
3,1300,DCA,LGA,MQ,0,ontime
3,1400,DCA,LGA,MQ,0,ontime
3,1500,DCA,LGA,MQ,0,delayed
3,1600,DCA,LGA,MQ,0,delayed
3,1900,DCA,LGA,MQ,0,delayed
3,850,IAD,LGA,UA,0,ontime
3,630,DCA,LGA,US,0,ontime
3,700,DCA,LGA,US,0,ontime
3,800,DCA,LGA,US,0,ontime
3,900,DCA,LGA,US,0,ontime
3,1000,DCA,LGA,US,0,ontime
3,1100,DCA,LGA,US,0,ontime
3,1200,DCA,LGA,US,0,ontime
3,1300,DCA,LGA,US,0,ontime
3,1400,DCA,LGA,US,0,ontime
3,1500,DCA,LGA,US,0,delayed
3,1600,DCA,LGA,US,0,delayed
3,1700,DCA,LGA,US,0,ontime
3,1800,DCA,LGA,US,0,ontime
3,1900,DCA,LGA,US,0,ontime
3,2000,DCA,LGA,US,0,delayed
3,2100,DCA,LGA,US,0,ontime
3,700,BWI,EWR,RU,0,ontime
3,1455,BWI,EWR,RU,0,ontime
3,1720,BWI,EWR,RU,0,delayed
3,1030,BWI,EWR,RU,0,delayed
3,1300,DCA,EWR,CO,0,ontime
3,1900,DCA,EWR,CO,0,delayed
3,1730,DCA,EWR,CO,0,delayed
3,735,DCA,EWR,CO,0,ontime
3,840,IAD,EWR,DH,0,ontime
3,1710,IAD,EWR,DH,0,ontime
3,1245,IAD,EWR,DH,0,delayed
3,2120,IAD,EWR,DH,0,ontime
3,630,IAD,EWR,DH,0,ontime
3,1430,IAD,EWR,DH,0,ontime
3,1359,DCA,EWR,RU,0,ontime
3,700,IAD,EWR,RU,0,delayed
3,1500,IAD,EWR,RU,0,delayed
3,900,DCA,EWR,RU,0,ontime
3,1300,IAD,EWR,RU,0,ontime
3,1700,IAD,EWR,RU,0,ontime
3,1900,IAD,EWR,RU,0,delayed
3,645,DCA,EWR,RU,0,ontime
3,2100,DCA,EWR,RU,0,ontime
3,1525,DCA,EWR,RU,0,ontime
3,1630,DCA,EWR,RU,0,ontime
4,1455,BWI,JFK,OH,0,ontime
4,1640,DCA,JFK,DH,0,delayed
4,1245,IAD,LGA,DH,0,ontime
4,1455,IAD,LGA,DH,0,delayed
4,1715,IAD,LGA,DH,0,delayed
4,2120,IAD,LGA,DH,0,delayed
4,640,IAD,LGA,DH,0,ontime
4,1040,IAD,LGA,DH,0,ontime
4,840,IAD,JFK,DH,0,ontime
4,1240,IAD,JFK,DH,0,ontime
4,1455,IAD,JFK,DH,0,ontime
4,1645,IAD,JFK,DH,0,ontime
4,1715,IAD,JFK,DH,0,ontime
4,2120,IAD,JFK,DH,0,ontime
4,1610,IAD,JFK,DH,0,ontime
4,1455,DCA,JFK,DL,0,delayed
4,630,DCA,LGA,DL,0,ontime
4,730,DCA,LGA,DL,0,ontime
4,830,DCA,LGA,DL,0,ontime
4,930,DCA,LGA,DL,0,ontime
4,1030,DCA,LGA,DL,0,ontime
4,1130,DCA,LGA,DL,0,ontime
4,1230,DCA,LGA,DL,0,ontime
4,1330,DCA,LGA,DL,0,ontime
4,1430,DCA,LGA,DL,0,ontime
4,1530,DCA,LGA,DL,0,ontime
4,1630,DCA,LGA,DL,0,ontime
4,1730,DCA,LGA,DL,0,ontime
4,1830,DCA,LGA,DL,0,ontime
4,1930,DCA,LGA,DL,0,ontime
4,2030,DCA,LGA,DL,0,ontime
4,1530,DCA,JFK,MQ,0,ontime
4,600,DCA,JFK,MQ,0,ontime
4,1830,DCA,JFK,MQ,0,ontime
4,700,DCA,LGA,MQ,0,ontime
4,800,DCA,LGA,MQ,0,ontime
4,900,DCA,LGA,MQ,0,ontime
4,1100,DCA,LGA,MQ,0,ontime
4,1300,DCA,LGA,MQ,0,ontime
4,1400,DCA,LGA,MQ,0,ontime
4,1500,DCA,LGA,MQ,0,ontime
4,1600,DCA,LGA,MQ,0,ontime
4,1900,DCA,LGA,MQ,0,ontime
4,850,IAD,LGA,UA,0,ontime
4,630,DCA,LGA,US,0,ontime
4,700,DCA,LGA,US,0,ontime
4,800,DCA,LGA,US,0,ontime
4,900,DCA,LGA,US,0,ontime
4,1000,DCA,LGA,US,0,ontime
4,1100,DCA,LGA,US,0,ontime
4,1200,DCA,LGA,US,0,ontime
4,1300,DCA,LGA,US,0,ontime
4,1400,DCA,LGA,US,0,ontime
4,1500,DCA,LGA,US,0,ontime
4,1600,DCA,LGA,US,0,ontime
4,1700,DCA,LGA,US,0,delayed
4,1800,DCA,LGA,US,0,ontime
4,1900,DCA,LGA,US,0,delayed
4,2000,DCA,LGA,US,0,delayed
4,2100,DCA,LGA,US,0,ontime
4,1720,BWI,EWR,RU,0,ontime
4,1455,BWI,EWR,RU,0,ontime
4,1030,BWI,EWR,RU,0,ontime
4,700,BWI,EWR,RU,0,ontime
4,1730,DCA,EWR,CO,0,ontime
4,735,DCA,EWR,CO,0,ontime
4,1300,DCA,EWR,CO,0,ontime
4,1900,DCA,EWR,CO,0,ontime
4,840,IAD,EWR,DH,0,ontime
4,1710,IAD,EWR,DH,0,ontime
4,1245,IAD,EWR,DH,0,ontime
4,2120,IAD,EWR,DH,0,ontime
4,630,IAD,EWR,DH,0,ontime
4,1430,IAD,EWR,DH,0,ontime
4,1500,IAD,EWR,RU,0,ontime
4,1900,IAD,EWR,RU,0,ontime
4,1300,IAD,EWR,RU,0,ontime
4,1630,DCA,EWR,RU,0,ontime
4,645,DCA,EWR,RU,0,delayed
4,1359,DCA,EWR,RU,0,ontime
4,700,IAD,EWR,RU,0,ontime
4,1700,IAD,EWR,RU,0,ontime
4,900,DCA,EWR,RU,0,ontime
4,2100,DCA,EWR,RU,0,ontime
4,1525,DCA,EWR,RU,0,ontime
5,1455,BWI,JFK,OH,0,ontime
5,1640,DCA,JFK,DH,0,ontime
5,1245,IAD,LGA,DH,0,ontime
5,1455,IAD,LGA,DH,0,delayed
5,1715,IAD,LGA,DH,0,delayed
5,2120,IAD,LGA,DH,0,ontime
5,640,IAD,LGA,DH,0,delayed
5,1040,IAD,LGA,DH,0,ontime
5,840,IAD,JFK,DH,0,delayed
5,1240,IAD,JFK,DH,0,ontime
5,1455,IAD,JFK,DH,0,ontime
5,1645,IAD,JFK,DH,0,ontime
5,1715,IAD,JFK,DH,0,ontime
5,2120,IAD,JFK,DH,0,ontime
5,1610,IAD,JFK,DH,0,ontime
5,1455,DCA,JFK,DL,0,ontime
5,630,DCA,LGA,DL,0,ontime
5,730,DCA,LGA,DL,0,delayed
5,830,DCA,LGA,DL,0,ontime
5,930,DCA,LGA,DL,0,ontime
5,1030,DCA,LGA,DL,0,ontime
5,1130,DCA,LGA,DL,0,ontime
5,1230,DCA,LGA,DL,0,ontime
5,1330,DCA,LGA,DL,0,ontime
5,1430,DCA,LGA,DL,0,ontime
5,1530,DCA,LGA,DL,0,ontime
5,1630,DCA,LGA,DL,0,ontime
5,1730,DCA,LGA,DL,0,ontime
5,1830,DCA,LGA,DL,0,ontime
5,1930,DCA,LGA,DL,0,ontime
5,2030,DCA,LGA,DL,0,ontime
5,1530,DCA,JFK,MQ,0,ontime
5,600,DCA,JFK,MQ,0,ontime
5,1830,DCA,JFK,MQ,0,delayed
5,800,DCA,LGA,MQ,0,delayed
5,900,DCA,LGA,MQ,0,ontime
5,1100,DCA,LGA,MQ,0,delayed
5,1300,DCA,LGA,MQ,0,ontime
5,1400,DCA,LGA,MQ,0,ontime
5,1500,DCA,LGA,MQ,0,ontime
5,1600,DCA,LGA,MQ,0,delayed
5,1700,DCA,LGA,MQ,0,ontime
5,1900,DCA,LGA,MQ,0,delayed
5,850,IAD,LGA,UA,0,delayed
5,630,DCA,LGA,US,0,ontime
5,700,DCA,LGA,US,0,ontime
5,800,DCA,LGA,US,0,ontime
5,1000,DCA,LGA,US,0,ontime
5,1100,DCA,LGA,US,0,ontime
5,1200,DCA,LGA,US,0,ontime
5,1300,DCA,LGA,US,0,ontime
5,1400,DCA,LGA,US,0,ontime
5,1500,DCA,LGA,US,0,ontime
5,1600,DCA,LGA,US,0,ontime
5,1700,DCA,LGA,US,0,ontime
5,1800,DCA,LGA,US,0,ontime
5,1900,DCA,LGA,US,0,ontime
5,2000,DCA,LGA,US,0,ontime
5,2100,DCA,LGA,US,0,ontime
5,1720,BWI,EWR,RU,0,ontime
5,1455,BWI,EWR,RU,0,ontime
5,1030,BWI,EWR,RU,0,delayed
5,700,BWI,EWR,RU,0,ontime
5,1730,DCA,EWR,CO,0,ontime
5,1900,DCA,EWR,CO,0,ontime
5,1300,DCA,EWR,CO,0,ontime
5,735,DCA,EWR,CO,0,ontime
5,840,IAD,EWR,DH,0,ontime
5,1710,IAD,EWR,DH,0,ontime
5,1245,IAD,EWR,DH,0,ontime
5,2120,IAD,EWR,DH,0,ontime
5,630,IAD,EWR,DH,0,ontime
5,1430,IAD,EWR,DH,0,ontime
5,1630,DCA,EWR,RU,0,ontime
5,1525,DCA,EWR,RU,0,ontime
5,1359,DCA,EWR,RU,0,ontime
5,700,IAD,EWR,RU,0,delayed
5,1300,IAD,EWR,RU,0,ontime
5,1900,IAD,EWR,RU,0,ontime
5,1500,IAD,EWR,RU,0,ontime
5,900,DCA,EWR,RU,0,ontime
5,2100,DCA,EWR,RU,0,ontime
5,1700,IAD,EWR,RU,0,ontime
5,645,DCA,EWR,RU,0,ontime
